product_id,product_name,category,price,rating
460,Smartphone Cover,Accessories,399,4.1
461,Laptop Stand,Electronics,1199,4.4
462,Smart Watch,Electronics,2999,4.6
463,Wireless Mouse,Electronics,799,4.3
464,Headphones,Electronics,1999,4.4
465,Office Chair,Furniture,6499,4.6
466,Office Chair,Furniture,6499,4.6
467,Smart Watch,Electronics,2999,4.6
468,Backpack,Accessories,999,4.2
469,Jeans,Clothing,1499,4.4
470,Running Shoes,Footwear,2499,4.5
471,Notebook Pack,Stationery,299,4.2
472,Bluetooth Speaker,Electronics,2599,4.5
473,Smartphone Cover,Accessories,399,4.1
474,T-Shirt,Clothing,499,4.1
475,Headphones,Electronics,1999,4.4
476,Bluetooth Speaker,Electronics,2599,4.5
477,Desk Lamp,Home,899,4.3
478,Notebook Pack,Stationery,299,4.2
479,Sports Cap,Accessories,499,4.0
480,Water Bottle,Home,399,4.3
481,Coffee Mug,Home,349,4.2
482,Formal Shirt,Clothing,1299,4.4
483,Coffee Mug,Home,349,4.2
484,Smart Watch,Electronics,2999,4.6
485,Sunglasses,Accessories,699,4.0
486,Office Chair,Furniture,6499,4.6
487,Wireless Mouse,Electronics,799,4.3
488,Wireless Mouse,Electronics,799,4.3
489,Smartphone Cover,Accessories,399,4.1
490,Keyboard,Electronics,1299,4.5
491,Desk Lamp,Home,899,4.3
492,Headphones,Electronics,1999,4.4
493,Notebook Pack,Stationery,299,4.2
494,Wireless Mouse,Electronics,799,4.3
495,Desk Lamp,Home,899,4.3
496,Backpack,Accessories,999,4.2
497,Smart Watch,Electronics,2999,4.6
498,T-Shirt,Clothing,499,4.1
499,Office Chair,Furniture,6499,4.6
500,Desk Lamp,Home,899,4.3
501,Coffee Mug,Home,349,4.2
502,Smart Watch,Electronics,2999,4.6
503,Power Bank,Electronics,1799,4.5
504,Smart Watch,Electronics,2999,4.6
505,Smartphone Cover,Accessories,399,4.1
506,Formal Shirt,Clothing,1299,4.4
507,Power Bank,Electronics,1799,4.5
508,Bluetooth Speaker,Electronics,2599,4.5
509,Smart Watch,Electronics,2999,4.6
510,Office Chair,Furniture,6499,4.6
511,Desk Lamp,Home,899,4.3
512,Desk Lamp,Home,899,4.3
513,Backpack,Accessories,999,4.2
514,Jeans,Clothing,1499,4.4
515,Wireless Mouse,Electronics,799,4.3
516,Smart Watch,Electronics,2999,4.6
517,Water Bottle,Home,399,4.3
518,Smart Watch,Electronics,2999,4.6
519,Jeans,Clothing,1499,4.4
520,Keyboard,Electronics,1299,4.5
521,Bluetooth Speaker,Electronics,2599,4.5
522,Water Bottle,Home,399,4.3
523,Coffee Mug,Home,349,4.2
524,Wireless Mouse,Electronics,799,4.3
525,Smart Watch,Electronics,2999,4.6
526,Notebook Pack,Stationery,299,4.2
527,Jeans,Clothing,1499,4.4
528,Desk Lamp,Home,899,4.3
529,Desk Lamp,Home,899,4.3
530,Keyboard,Electronics,1299,4.5
531,Formal Shirt,Clothing,1299,4.4
532,Bluetooth Speaker,Electronics,2599,4.5
533,Office Chair,Furniture,6499,4.6
534,Sports Cap,Accessories,499,4.0
535,T-Shirt,Clothing,499,4.1
536,Wireless Mouse,Electronics,799,4.3
537,Wireless Mouse,Electronics,799,4.3
538,Coffee Mug,Home,349,4.2
539,Laptop Stand,Electronics,1199,4.4
540,Smart Watch,Electronics,2999,4.6
541,Office Chair,Furniture,6499,4.6
542,T-Shirt,Clothing,499,4.1
543,Wireless Mouse,Electronics,799,4.3
544,Wireless Mouse,Electronics,799,4.3
545,Headphones,Electronics,1999,4.4
546,Water Bottle,Home,399,4.3
547,Laptop Stand,Electronics,1199,4.4
548,Office Chair,Furniture,6499,4.6
549,Notebook Pack,Stationery,299,4.2
550,Office Chair,Furniture,6499,4.6
551,Power Bank,Electronics,1799,4.5
552,Keyboard,Electronics,1299,4.5
553,Coffee Mug,Home,349,4.2
554,Sports Cap,Accessories,499,4.0
555,T-Shirt,Clothing,499,4.1
556,Formal Shirt,Clothing,1299,4.4
557,Headphones,Electronics,1999,4.4
558,Water Bottle,Home,399,4.3
559,Keyboard,Electronics,1299,4.5
560,Coffee Mug,Home,349,4.2
561,Sunglasses,Accessories,699,4.0
562,Backpack,Accessories,999,4.2
563,Jeans,Clothing,1499,4.4
564,Sports Cap,Accessories,499,4.0
565,Notebook Pack,Stationery,299,4.2
566,Laptop Stand,Electronics,1199,4.4
567,Jeans,Clothing,1499,4.4
568,Jeans,Clothing,1499,4.4
569,Water Bottle,Home,399,4.3
570,Smart Watch,Electronics,2999,4.6
571,Sunglasses,Accessories,699,4.0
572,T-Shirt,Clothing,499,4.1
573,Formal Shirt,Clothing,1299,4.4
574,T-Shirt,Clothing,499,4.1
575,Desk Lamp,Home,899,4.3
576,Jeans,Clothing,1499,4.4
577,Sports Cap,Accessories,499,4.0
578,Formal Shirt,Clothing,1299,4.4
579,Backpack,Accessories,999,4.2
580,Smart Watch,Electronics,2999,4.6
581,Office Chair,Furniture,6499,4.6
582,Formal Shirt,Clothing,1299,4.4
583,Notebook Pack,Stationery,299,4.2
584,T-Shirt,Clothing,499,4.1
585,Sunglasses,Accessories,699,4.0
586,Formal Shirt,Clothing,1299,4.4
587,Formal Shirt,Clothing,1299,4.4
588,Bluetooth Speaker,Electronics,2599,4.5
589,Desk Lamp,Home,899,4.3
590,Notebook Pack,Stationery,299,4.2
591,Coffee Mug,Home,349,4.2
592,Formal Shirt,Clothing,1299,4.4
593,Jeans,Clothing,1499,4.4
594,Office Chair,Furniture,6499,4.6
595,Sunglasses,Accessories,699,4.0
596,Coffee Mug,Home,349,4.2
597,Office Chair,Furniture,6499,4.6
598,Sunglasses,Accessories,699,4.0
599,Backpack,Accessories,999,4.2
600,Power Bank,Electronics,1799,4.5
601,Bluetooth Speaker,Electronics,2599,4.5
602,Coffee Mug,Home,349,4.2
603,Smartphone Cover,Accessories,399,4.1
604,Desk Lamp,Home,899,4.3
605,Smart Watch,Electronics,2999,4.6
606,T-Shirt,Clothing,499,4.1
607,Office Chair,Furniture,6499,4.6
608,Bluetooth Speaker,Electronics,2599,4.5
609,Jeans,Clothing,1499,4.4
610,Desk Lamp,Home,899,4.3
611,Backpack,Accessories,999,4.2
612,Notebook Pack,Stationery,299,4.2
613,Water Bottle,Home,399,4.3
614,Backpack,Accessories,999,4.2
615,Power Bank,Electronics,1799,4.5
616,Smart Watch,Electronics,2999,4.6
617,T-Shirt,Clothing,499,4.1
618,Laptop Stand,Electronics,1199,4.4
619,Laptop Stand,Electronics,1199,4.4
620,Sports Cap,Accessories,499,4.0
621,Smartphone Cover,Accessories,399,4.1
622,Office Chair,Furniture,6499,4.6
623,Sunglasses,Accessories,699,4.0
624,Water Bottle,Home,399,4.3
625,Office Chair,Furniture,6499,4.6
626,Formal Shirt,Clothing,1299,4.4
627,Running Shoes,Footwear,2499,4.5
628,Backpack,Accessories,999,4.2
629,Power Bank,Electronics,1799,4.5
630,Notebook Pack,Stationery,299,4.2
631,Headphones,Electronics,1999,4.4
632,Water Bottle,Home,399,4.3
633,Sunglasses,Accessories,699,4.0
634,Sports Cap,Accessories,499,4.0
635,Keyboard,Electronics,1299,4.5
636,Smart Watch,Electronics,2999,4.6
637,Smart Watch,Electronics,2999,4.6
638,Running Shoes,Footwear,2499,4.5
639,Coffee Mug,Home,349,4.2
640,Headphones,Electronics,1999,4.4
641,Desk Lamp,Home,899,4.3
642,Notebook Pack,Stationery,299,4.2
643,Wireless Mouse,Electronics,799,4.3
644,Bluetooth Speaker,Electronics,2599,4.5
645,Formal Shirt,Clothing,1299,4.4
646,Backpack,Accessories,999,4.2
647,Notebook Pack,Stationery,299,4.2
648,Jeans,Clothing,1499,4.4
649,Jeans,Clothing,1499,4.4
650,Running Shoes,Footwear,2499,4.5
651,Coffee Mug,Home,349,4.2
652,Office Chair,Furniture,6499,4.6
653,Backpack,Accessories,999,4.2
654,Water Bottle,Home,399,4.3
655,Coffee Mug,Home,349,4.2
656,Backpack,Accessories,999,4.2
657,T-Shirt,Clothing,499,4.1
658,Notebook Pack,Stationery,299,4.2
659,Notebook Pack,Stationery,299,4.2
660,Sports Cap,Accessories,499,4.0
661,Bluetooth Speaker,Electronics,2599,4.5
662,Headphones,Electronics,1999,4.4
663,Sunglasses,Accessories,699,4.0
664,Backpack,Accessories,999,4.2
665,Wireless Mouse,Electronics,799,4.3
666,T-Shirt,Clothing,499,4.1
667,Notebook Pack,Stationery,299,4.2
668,Formal Shirt,Clothing,1299,4.4
669,Wireless Mouse,Electronics,799,4.3
670,Running Shoes,Footwear,2499,4.5
671,Running Shoes,Footwear,2499,4.5
672,Office Chair,Furniture,6499,4.6
673,Notebook Pack,Stationery,299,4.2
674,Notebook Pack,Stationery,299,4.2
675,Smartphone Cover,Accessories,399,4.1
676,Desk Lamp,Home,899,4.3
677,Laptop Stand,Electronics,1199,4.4
678,Smart Watch,Electronics,2999,4.6
679,Jeans,Clothing,1499,4.4
680,T-Shirt,Clothing,499,4.1
681,Coffee Mug,Home,349,4.2
682,Bluetooth Speaker,Electronics,2599,4.5
683,Sports Cap,Accessories,499,4.0
684,Smartphone Cover,Accessories,399,4.1
685,Sunglasses,Accessories,699,4.0
686,Formal Shirt,Clothing,1299,4.4
687,Power Bank,Electronics,1799,4.5
688,Smartphone Cover,Accessories,399,4.1
689,Wireless Mouse,Electronics,799,4.3
690,T-Shirt,Clothing,499,4.1
691,Desk Lamp,Home,899,4.3
692,Laptop Stand,Electronics,1199,4.4
693,Office Chair,Furniture,6499,4.6
694,Water Bottle,Home,399,4.3
695,Desk Lamp,Home,899,4.3
696,Headphones,Electronics,1999,4.4
697,Running Shoes,Footwear,2499,4.5
698,Office Chair,Furniture,6499,4.6
699,Headphones,Electronics,1999,4.4
700,Jeans,Clothing,1499,4.4
701,Headphones,Electronics,1999,4.4
702,Sports Cap,Accessories,499,4.0
703,Smart Watch,Electronics,2999,4.6
704,Sunglasses,Accessories,699,4.0
705,Jeans,Clothing,1499,4.4
706,Formal Shirt,Clothing,1299,4.4
707,Sunglasses,Accessories,699,4.0
708,Wireless Mouse,Electronics,799,4.3
709,Bluetooth Speaker,Electronics,2599,4.5
710,Notebook Pack,Stationery,299,4.2
711,Desk Lamp,Home,899,4.3
712,Notebook Pack,Stationery,299,4.2
713,Power Bank,Electronics,1799,4.5
714,T-Shirt,Clothing,499,4.1
715,Running Shoes,Footwear,2499,4.5
716,Sports Cap,Accessories,499,4.0
717,Coffee Mug,Home,349,4.2
718,Smart Watch,Electronics,2999,4.6
719,Smartphone Cover,Accessories,399,4.1
720,Keyboard,Electronics,1299,4.5
721,Water Bottle,Home,399,4.3
722,Sports Cap,Accessories,499,4.0
723,Notebook Pack,Stationery,299,4.2
724,Smart Watch,Electronics,2999,4.6
725,Wireless Mouse,Electronics,799,4.3
726,Wireless Mouse,Electronics,799,4.3
727,Sports Cap,Accessories,499,4.0
728,Smartphone Cover,Accessories,399,4.1
729,Formal Shirt,Clothing,1299,4.4
730,Laptop Stand,Electronics,1199,4.4
731,Formal Shirt,Clothing,1299,4.4
732,Notebook Pack,Stationery,299,4.2
733,Wireless Mouse,Electronics,799,4.3
734,Keyboard,Electronics,1299,4.5
735,Sunglasses,Accessories,699,4.0
736,T-Shirt,Clothing,499,4.1
737,Wireless Mouse,Electronics,799,4.3
738,Desk Lamp,Home,899,4.3
739,Running Shoes,Footwear,2499,4.5
740,Formal Shirt,Clothing,1299,4.4
741,Smart Watch,Electronics,2999,4.6
742,Smart Watch,Electronics,2999,4.6
743,Running Shoes,Footwear,2499,4.5
744,T-Shirt,Clothing,499,4.1
745,Smart Watch,Electronics,2999,4.6
746,Smart Watch,Electronics,2999,4.6
747,Water Bottle,Home,399,4.3
748,Water Bottle,Home,399,4.3
749,Coffee Mug,Home,349,4.2
750,Formal Shirt,Clothing,1299,4.4
751,Power Bank,Electronics,1799,4.5
752,Sunglasses,Accessories,699,4.0
753,Power Bank,Electronics,1799,4.5
754,Wireless Mouse,Electronics,799,4.3
755,Coffee Mug,Home,349,4.2
756,Notebook Pack,Stationery,299,4.2
757,Notebook Pack,Stationery,299,4.2
758,Jeans,Clothing,1499,4.4
759,Wireless Mouse,Electronics,799,4.3
760,Formal Shirt,Clothing,1299,4.4
761,Headphones,Electronics,1999,4.4
762,Keyboard,Electronics,1299,4.5
763,Headphones,Electronics,1999,4.4
764,Backpack,Accessories,999,4.2
765,Keyboard,Electronics,1299,4.5
766,T-Shirt,Clothing,499,4.1
767,Sports Cap,Accessories,499,4.0
768,Office Chair,Furniture,6499,4.6
769,Wireless Mouse,Electronics,799,4.3
770,Office Chair,Furniture,6499,4.6
771,Smart Watch,Electronics,2999,4.6
772,Formal Shirt,Clothing,1299,4.4
773,Desk Lamp,Home,899,4.3
774,Smartphone Cover,Accessories,399,4.1
775,Smartphone Cover,Accessories,399,4.1
776,Smart Watch,Electronics,2999,4.6
777,Power Bank,Electronics,1799,4.5
778,Keyboard,Electronics,1299,4.5
779,Laptop Stand,Electronics,1199,4.4
780,Coffee Mug,Home,349,4.2
781,Backpack,Accessories,999,4.2
782,Running Shoes,Footwear,2499,4.5
783,Keyboard,Electronics,1299,4.5
784,Running Shoes,Footwear,2499,4.5
