order_id,customer_id,product_id,quantity,order_date
5222,521,444,2,2024-09-29 00:00:00
5223,10,543,2,2023-11-09 00:00:00
5224,984,679,1,2024-08-15 00:00:00
5225,378,175,3,2024-02-22 00:00:00
5226,682,657,3,2024-11-11 00:00:00
5227,584,872,3,2024-04-21 00:00:00
5228,152,766,3,2023-03-14 00:00:00
5229,720,255,1,2023-05-21 00:00:00
5230,859,530,1,2024-08-04 00:00:00
5231,50,1114,1,2023-09-19 00:00:00
5232,664,463,1,2023-12-06 00:00:00
5233,531,548,1,2023-11-04 00:00:00
5234,857,1087,1,2023-09-02 00:00:00
5235,146,334,2,2024-05-29 00:00:00
5236,915,663,2,2023-12-03 00:00:00
5237,993,918,1,2024-07-28 00:00:00
5238,242,362,2,2024-07-14 00:00:00
5239,581,927,3,2023-03-17 00:00:00
5240,687,225,4,2023-06-24 00:00:00
5241,483,1011,2,2023-04-19 00:00:00
5242,673,345,1,2023-07-02 00:00:00
5243,631,642,1,2023-07-11 00:00:00
5244,661,1038,1,2023-03-06 00:00:00
5245,662,585,1,2024-04-18 00:00:00
5246,805,222,2,2023-04-10 00:00:00
5247,419,225,3,2024-06-27 00:00:00
5248,988,649,2,2023-05-08 00:00:00
5249,650,270,1,2024-03-27 00:00:00
5250,969,224,1,2024-01-04 00:00:00
5251,590,969,2,2023-02-12 00:00:00
5252,509,135,2,2024-02-23 00:00:00
5253,441,187,1,2024-05-02 00:00:00
5254,921,746,1,2023-03-19 00:00:00
5255,770,808,1,2023-09-27 00:00:00
5256,263,886,2,2024-11-04 00:00:00
5257,637,1120,1,2024-12-01 00:00:00
5258,459,301,1,2024-12-28 00:00:00
5259,999,469,1,2023-11-11 00:00:00
5260,700,897,2,2023-06-17 00:00:00
5261,302,177,1,2023-12-05 00:00:00
5262,554,159,1,2023-07-12 00:00:00
5263,288,531,1,2024-03-28 00:00:00
5264,621,738,1,2023-10-10 00:00:00
5265,1006,600,2,2023-12-02 00:00:00
5266,36,1013,1,2024-01-25 00:00:00
5267,744,209,1,2024-06-08 00:00:00
5268,353,836,3,2023-08-28 00:00:00
5269,73,1108,1,2024-04-27 00:00:00
5270,648,378,2,2024-10-20 00:00:00
5271,425,168,2,2024-12-16 00:00:00
5272,999,169,3,2024-08-14 00:00:00
5273,708,265,3,2024-07-08 00:00:00
5274,561,589,1,2024-04-02 00:00:00
5275,828,405,2,2023-03-30 00:00:00
5276,956,1009,2,2024-10-21 00:00:00
5277,517,774,1,2023-04-05 00:00:00
5278,428,465,2,2024-03-27 00:00:00
5279,160,954,1,2024-03-03 00:00:00
5280,149,921,1,2023-05-31 00:00:00
5281,776,479,3,2024-05-28 00:00:00
5282,67,443,1,2024-01-11 00:00:00
5283,1014,1047,3,2023-01-22 00:00:00
5284,381,999,1,2023-11-09 00:00:00
5285,58,654,1,2024-06-02 00:00:00
5286,342,454,1,2023-07-25 00:00:00
5287,727,516,1,2024-01-10 00:00:00
5288,770,209,1,2024-03-26 00:00:00
5289,614,663,3,2024-09-17 00:00:00
5290,354,862,1,2024-08-17 00:00:00
5291,116,597,1,2023-06-28 00:00:00
5292,662,441,1,2023-07-29 00:00:00
5293,453,1042,1,2024-05-14 00:00:00
5294,287,483,1,2024-04-08 00:00:00
5295,1017,1104,2,2023-05-04 00:00:00
5296,311,633,1,2023-04-23 00:00:00
5297,208,400,1,2023-01-12 00:00:00
5298,618,239,1,2023-05-06 00:00:00
5299,446,459,2,2024-07-18 00:00:00
5300,670,936,2,2023-11-27 00:00:00
5301,633,599,2,2023-10-10 00:00:00
5302,55,485,1,2023-05-20 00:00:00
5303,912,704,2,2024-02-05 00:00:00
5304,1036,1059,2,2023-04-07 00:00:00
5305,657,380,3,2024-05-31 00:00:00
5306,980,737,3,2024-07-22 00:00:00
5307,515,583,1,2023-03-10 00:00:00
5308,237,1009,3,2023-04-28 00:00:00
5309,348,211,1,2023-02-28 00:00:00
5310,627,966,1,2023-02-02 00:00:00
5311,630,239,3,2023-11-14 00:00:00
5312,364,1096,1,2023-02-19 00:00:00
5313,321,535,1,2024-05-03 00:00:00
5314,286,609,2,2023-01-19 00:00:00
5315,149,373,1,2024-12-26 00:00:00
5316,406,199,1,2023-07-16 00:00:00
5317,978,864,1,2024-03-25 00:00:00
5318,456,950,1,2024-07-12 00:00:00
5319,800,204,4,2024-11-09 00:00:00
5320,1013,314,3,2024-03-27 00:00:00
5321,784,861,1,2023-10-16 00:00:00
5322,460,764,1,2023-05-21 00:00:00
5323,738,862,4,2023-03-25 00:00:00
5324,509,887,4,2024-11-24 00:00:00
5325,481,265,1,2024-01-26 00:00:00
5326,114,1099,1,2024-08-13 00:00:00
5327,749,953,2,2023-08-03 00:00:00
5328,361,620,1,2024-06-09 00:00:00
5329,341,384,1,2023-08-03 00:00:00
5330,770,617,1,2024-02-07 00:00:00
5331,761,757,1,2023-05-08 00:00:00
5332,969,713,2,2024-04-21 00:00:00
5333,449,264,1,2024-02-08 00:00:00
5334,835,986,1,2023-01-29 00:00:00
5335,311,759,1,2023-12-04 00:00:00
5336,262,164,1,2024-12-14 00:00:00
5337,406,191,2,2023-12-27 00:00:00
5338,143,217,1,2024-07-22 00:00:00
5339,342,966,2,2024-01-27 00:00:00
5340,244,367,2,2023-08-06 00:00:00
5341,490,922,1,2024-07-27 00:00:00
5342,12,785,2,2024-10-30 00:00:00
5343,561,659,2,2023-07-21 00:00:00
5344,42,240,1,2023-01-17 00:00:00
5345,678,346,2,2023-11-18 00:00:00
5346,594,761,1,2024-06-01 00:00:00
5347,134,858,1,2024-07-23 00:00:00
5348,1031,495,2,2023-11-21 00:00:00
5349,948,587,1,2024-02-16 00:00:00
5350,73,576,1,2023-11-14 00:00:00
5351,399,617,1,2024-11-11 00:00:00
5352,578,1077,1,2023-03-23 00:00:00
5353,859,284,1,2024-04-18 00:00:00
5354,130,120,2,2024-04-12 00:00:00
5355,931,1037,1,2024-02-29 00:00:00
5356,266,658,1,2024-11-19 00:00:00
5357,793,1118,1,2023-07-23 00:00:00
5358,253,624,1,2024-08-05 00:00:00
5359,822,682,2,2024-01-22 00:00:00
5360,164,629,2,2023-04-08 00:00:00
5361,95,983,2,2023-12-11 00:00:00
5362,833,247,2,2023-07-27 00:00:00
5363,336,766,1,2024-05-28 00:00:00
5364,822,404,1,2024-09-27 00:00:00
5365,238,720,1,2024-08-08 00:00:00
5366,381,848,1,2023-06-15 00:00:00
5367,899,920,1,2023-01-22 00:00:00
5368,483,964,1,2023-06-03 00:00:00
5369,902,682,2,2024-03-14 00:00:00
5370,1049,795,2,2023-10-22 00:00:00
5371,482,862,2,2023-08-07 00:00:00
5372,917,328,1,2024-10-30 00:00:00
5373,994,202,1,2024-05-09 00:00:00
5374,964,687,2,2023-08-18 00:00:00
5375,537,517,1,2023-01-20 00:00:00
5376,1036,1058,2,2024-07-06 00:00:00
5377,128,316,1,2023-05-28 00:00:00
5378,92,507,1,2023-04-18 00:00:00
5379,543,499,3,2024-02-07 00:00:00
5380,846,1023,4,2024-08-18 00:00:00
5381,989,815,1,2024-04-27 00:00:00
5382,447,804,3,2024-01-02 00:00:00
5383,390,861,1,2024-02-18 00:00:00
5384,672,599,2,2023-11-05 00:00:00
5385,43,854,2,2023-05-14 00:00:00
5386,254,565,1,2024-12-19 00:00:00
5387,663,791,1,2023-10-10 00:00:00
5388,467,1049,1,2023-03-14 00:00:00
5389,287,1074,3,2024-04-25 00:00:00
5390,1011,831,1,2023-12-18 00:00:00
5391,778,182,2,2024-07-13 00:00:00
5392,345,704,3,2023-11-22 00:00:00
5393,642,1047,1,2024-03-18 00:00:00
5394,382,787,3,2023-04-10 00:00:00
5395,690,851,1,2023-02-28 00:00:00
5396,457,872,1,2024-05-22 00:00:00
5397,983,1003,1,2023-09-15 00:00:00
5398,83,465,4,2024-02-17 00:00:00
5399,149,263,1,2024-03-27 00:00:00
5400,190,148,2,2023-03-06 00:00:00
5401,883,611,1,2024-08-17 00:00:00
5402,263,429,2,2023-06-03 00:00:00
5403,400,940,1,2023-09-23 00:00:00
5404,764,216,1,2023-03-20 00:00:00
5405,609,1041,1,2023-11-11 00:00:00
5406,785,949,2,2024-10-23 00:00:00
5407,101,437,2,2024-07-13 00:00:00
5408,820,981,3,2023-09-05 00:00:00
5409,820,837,1,2024-09-01 00:00:00
5410,420,964,1,2024-02-18 00:00:00
5411,124,940,2,2023-01-25 00:00:00
5412,422,247,1,2023-10-11 00:00:00
5413,768,675,2,2024-03-24 00:00:00
5414,483,906,1,2023-10-28 00:00:00
5415,519,423,1,2023-03-09 00:00:00
5416,155,543,3,2023-01-07 00:00:00
5417,92,937,2,2023-05-17 00:00:00
5418,982,113,1,2023-06-13 00:00:00
5419,455,1043,2,2023-03-24 00:00:00
5420,598,594,2,2024-10-11 00:00:00
5421,510,801,1,2024-02-24 00:00:00
5422,386,387,1,2023-03-14 00:00:00
5423,405,1115,1,2023-08-25 00:00:00
5424,246,820,1,2023-02-15 00:00:00
5425,742,214,1,2024-09-09 00:00:00
5426,661,580,1,2023-09-19 00:00:00
5427,650,122,3,2023-06-25 00:00:00
5428,901,449,1,2023-06-15 00:00:00
5429,65,826,1,2024-10-18 00:00:00
5430,1037,783,2,2024-01-05 00:00:00
5431,213,935,1,2023-02-23 00:00:00
5432,242,666,1,2024-11-20 00:00:00
5433,493,1006,2,2024-02-23 00:00:00
5434,338,910,1,2024-05-21 00:00:00
5435,173,420,3,2023-12-07 00:00:00
5436,672,226,1,2023-05-07 00:00:00
5437,164,377,2,2024-02-13 00:00:00
5438,465,1076,1,2024-01-02 00:00:00
5439,995,304,1,2023-09-28 00:00:00
5440,497,294,2,2024-10-05 00:00:00
5441,700,781,2,2024-08-27 00:00:00
5442,395,764,2,2024-01-14 00:00:00
5443,703,647,1,2023-03-14 00:00:00
5444,308,796,2,2023-09-05 00:00:00
5445,183,386,2,2023-02-12 00:00:00
5446,629,157,2,2024-01-12 00:00:00
5447,510,834,1,2023-02-10 00:00:00
5448,546,403,1,2023-06-19 00:00:00
5449,624,263,1,2023-07-31 00:00:00
5450,594,119,2,2024-05-07 00:00:00
5451,744,470,1,2024-11-10 00:00:00
5452,554,364,2,2023-02-08 00:00:00
5453,21,894,1,2024-01-04 00:00:00
5454,554,213,1,2023-05-31 00:00:00
5455,397,588,1,2023-04-21 00:00:00
5456,625,427,1,2024-04-24 00:00:00
5457,105,642,2,2024-03-11 00:00:00
5458,192,747,1,2023-02-16 00:00:00
5459,17,679,1,2024-07-28 00:00:00
5460,393,165,1,2024-01-01 00:00:00
5461,425,392,3,2023-03-10 00:00:00
5462,129,125,3,2023-10-26 00:00:00
5463,572,649,1,2023-10-23 00:00:00
5464,29,101,2,2023-07-22 00:00:00
5465,1034,1011,1,2023-03-02 00:00:00
5466,242,649,1,2023-11-10 00:00:00
5467,232,241,2,2023-06-10 00:00:00
5468,789,844,1,2023-11-27 00:00:00
5469,715,748,2,2024-06-11 00:00:00
5470,759,1001,1,2023-12-04 00:00:00
5471,802,288,2,2024-08-28 00:00:00
5472,776,228,2,2023-10-31 00:00:00
5473,726,301,2,2024-05-17 00:00:00
5474,200,227,1,2024-10-11 00:00:00
5475,945,357,1,2023-12-04 00:00:00
5476,79,776,2,2024-07-03 00:00:00
5477,956,647,2,2024-09-30 00:00:00
5478,856,294,1,2023-10-02 00:00:00
5479,467,803,1,2023-06-13 00:00:00
5480,581,204,3,2024-03-18 00:00:00
5481,940,635,1,2023-11-15 00:00:00
5482,449,365,2,2024-08-11 00:00:00
5483,87,902,2,2024-05-18 00:00:00
5484,101,1042,1,2024-11-16 00:00:00
5485,1032,1074,1,2024-01-22 00:00:00
5486,845,484,1,2024-08-25 00:00:00
5487,87,360,3,2024-11-21 00:00:00
5488,43,514,2,2024-05-08 00:00:00
5489,408,1091,2,2024-05-04 00:00:00
5490,664,458,2,2024-12-21 00:00:00
5491,1041,175,3,2023-03-14 00:00:00
5492,148,455,2,2024-05-23 00:00:00
5493,277,684,2,2024-01-25 00:00:00
5494,232,871,1,2024-09-10 00:00:00
5495,366,1010,1,2023-10-22 00:00:00
5496,436,288,2,2024-01-04 00:00:00
5497,399,1073,2,2024-11-24 00:00:00
5498,499,785,1,2024-07-02 00:00:00
5499,540,1092,3,2024-10-10 00:00:00
5500,563,390,1,2024-07-21 00:00:00
5501,442,145,4,2023-07-06 00:00:00
5502,773,673,1,2024-03-20 00:00:00
5503,350,183,1,2024-07-23 00:00:00
5504,520,223,1,2023-12-29 00:00:00
5505,138,458,2,2023-05-03 00:00:00
5506,992,628,3,2023-07-07 00:00:00
5507,368,166,2,2024-11-10 00:00:00
5508,360,1036,1,2024-02-24 00:00:00
5509,921,757,3,2024-09-17 00:00:00
5510,329,475,1,2023-09-09 00:00:00
5511,962,262,1,2024-09-10 00:00:00
5512,463,846,1,2024-07-02 00:00:00
5513,946,480,1,2023-12-01 00:00:00
5514,963,756,2,2023-04-02 00:00:00
5515,836,458,2,2024-06-13 00:00:00
5516,169,288,1,2023-03-04 00:00:00
5517,217,422,2,2024-10-23 00:00:00
5518,378,550,3,2024-05-26 00:00:00
5519,119,574,2,2023-05-19 00:00:00
5520,190,113,1,2024-11-28 00:00:00
5521,767,284,2,2023-07-04 00:00:00
5522,370,211,1,2023-07-24 00:00:00
5523,149,1027,1,2023-08-02 00:00:00
5524,652,608,1,2023-09-13 00:00:00
5525,770,390,1,2023-05-15 00:00:00
5526,374,395,3,2024-07-26 00:00:00
5527,781,551,3,2023-03-29 00:00:00
5528,160,1004,1,2023-07-26 00:00:00
5529,351,315,1,2023-05-09 00:00:00
5530,892,1074,3,2023-01-03 00:00:00
5531,523,732,1,2023-05-01 00:00:00
5532,522,994,2,2024-01-20 00:00:00
5533,783,667,1,2024-09-05 00:00:00
5534,273,127,1,2023-02-07 00:00:00
5535,936,730,1,2023-12-07 00:00:00
5536,183,833,3,2024-10-06 00:00:00
5537,488,331,2,2024-12-14 00:00:00
5538,846,665,1,2023-01-21 00:00:00
5539,124,907,1,2023-08-30 00:00:00
5540,985,421,1,2024-03-30 00:00:00
5541,790,1013,3,2024-09-12 00:00:00
5542,414,333,4,2023-10-30 00:00:00
5543,686,770,1,2024-08-18 00:00:00
5544,113,537,3,2024-08-17 00:00:00
5545,888,881,1,2023-03-10 00:00:00
5546,122,633,2,2023-05-09 00:00:00
5547,39,503,2,2023-07-15 00:00:00
5548,497,153,1,2023-05-20 00:00:00
5549,780,887,1,2024-03-19 00:00:00
5550,943,413,2,2023-10-10 00:00:00
5551,149,381,1,2023-11-08 00:00:00
5552,1022,826,1,2024-06-18 00:00:00
5553,661,131,1,2024-10-26 00:00:00
5554,302,437,4,2023-10-04 00:00:00
5555,238,283,1,2023-03-02 00:00:00
5556,647,123,3,2023-11-15 00:00:00
5557,663,644,3,2023-02-21 00:00:00
5558,236,546,1,2023-06-02 00:00:00
5559,203,174,1,2023-11-07 00:00:00
5560,256,110,1,2024-06-27 00:00:00
5561,598,584,2,2024-07-20 00:00:00
5562,662,556,1,2024-01-24 00:00:00
5563,235,666,2,2024-07-01 00:00:00
5564,534,664,2,2024-09-13 00:00:00
5565,860,760,2,2023-06-26 00:00:00
5566,770,260,1,2023-12-28 00:00:00
5567,541,982,2,2023-11-10 00:00:00
5568,213,114,1,2023-04-07 00:00:00
5569,463,278,1,2023-08-01 00:00:00
5570,436,512,2,2023-05-17 00:00:00
5571,283,978,1,2023-01-06 00:00:00
5572,88,1112,2,2023-04-19 00:00:00
5573,461,153,1,2024-06-30 00:00:00
5574,278,508,1,2023-02-08 00:00:00
5575,421,947,1,2024-10-23 00:00:00
5576,696,122,4,2024-02-29 00:00:00
5577,515,130,3,2024-09-21 00:00:00
5578,703,803,3,2023-09-18 00:00:00
5579,19,360,1,2024-03-01 00:00:00
5580,23,305,1,2023-03-28 00:00:00
5581,413,159,1,2024-04-09 00:00:00
5582,108,571,4,2023-03-17 00:00:00
5583,136,876,2,2024-04-15 00:00:00
5584,362,566,1,2024-02-18 00:00:00
5585,129,112,1,2024-12-26 00:00:00
5586,515,731,2,2024-04-01 00:00:00
5587,449,1027,1,2023-10-12 00:00:00
5588,874,1074,4,2023-08-27 00:00:00
5589,473,390,1,2024-11-07 00:00:00
5590,1034,950,1,2024-08-21 00:00:00
5591,302,860,1,2024-10-14 00:00:00
5592,231,454,2,2024-11-02 00:00:00
5593,923,739,2,2024-07-11 00:00:00
5594,937,175,4,2024-01-07 00:00:00
5595,112,973,1,2024-05-09 00:00:00
5596,1037,816,1,2024-09-15 00:00:00
5597,500,661,1,2023-02-14 00:00:00
5598,932,691,1,2024-02-05 00:00:00
5599,598,541,1,2023-09-04 00:00:00
5600,234,1091,1,2024-09-07 00:00:00
5601,602,341,1,2024-08-19 00:00:00
5602,314,1118,2,2024-03-25 00:00:00
5603,566,961,2,2024-04-29 00:00:00
5604,1036,254,1,2024-10-07 00:00:00
5605,209,886,2,2024-09-11 00:00:00
5606,1038,196,1,2023-01-18 00:00:00
5607,1044,826,1,2024-08-28 00:00:00
5608,587,394,1,2024-10-23 00:00:00
5609,1015,309,2,2023-10-16 00:00:00
5610,698,443,3,2024-02-18 00:00:00
5611,132,188,2,2024-12-21 00:00:00
5612,1044,918,2,2024-09-29 00:00:00
5613,536,876,1,2023-08-23 00:00:00
5614,1014,1037,2,2024-02-20 00:00:00
5615,227,490,2,2024-05-13 00:00:00
5616,822,425,1,2024-09-25 00:00:00
5617,871,1040,2,2024-10-11 00:00:00
5618,405,989,1,2023-04-25 00:00:00
5619,202,932,1,2024-11-04 00:00:00
5620,38,257,1,2024-12-13 00:00:00
5621,942,768,2,2023-08-22 00:00:00
5622,188,751,1,2024-06-23 00:00:00
5623,941,733,1,2023-01-11 00:00:00
5624,1044,677,2,2023-07-25 00:00:00
5625,273,719,1,2024-11-09 00:00:00
5626,583,759,1,2023-09-04 00:00:00
5627,516,237,3,2024-07-12 00:00:00
5628,526,1023,1,2023-05-07 00:00:00
5629,336,774,2,2023-05-27 00:00:00
5630,698,528,1,2023-04-28 00:00:00
5631,500,552,1,2024-01-17 00:00:00
5632,900,712,1,2024-02-16 00:00:00
5633,766,950,1,2024-10-25 00:00:00
5634,536,1011,1,2024-08-06 00:00:00
5635,162,919,1,2023-12-29 00:00:00
5636,594,241,2,2024-05-23 00:00:00
5637,159,183,2,2023-05-17 00:00:00
